"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263"
26,2,5,1864,0,1,1026,3,2,87,1,113,4404,32,1,5,258,8,3,4,2,6,0,1535,744,8,0,68,3,0,2,2,674,40,8,121,332,1,10,501,2015,1130,5615,0,1199,1,8,15506,353,5543,2,458,2,48,3,25,0,1,0,8,238,58,3,0,783,319,5,13903,26,86,7,8,11,2138,3534,12,0,11,16814,530,15,144,45,0,9,1,3740,1772,55,9687,13,35,41,3,112,2,779,4,0,8227,1,2,0,0,0,137,13566,1,0,0,0,518,8718,7072,1,728,1,0,18,3,4,0,5,2,3154,5,58,2,281,22,4,8289,32,27,16,12,6514,10606,0,8361,11644,14741,5112,5548,740,572,5,7397,4,2,4047,559,5,0,2,1,27,7451,41,9,14464,13901,11751,11316,15,3193,19,137,17,15737,6,0,22,7,1,0,15,10,362,8,966,9,1,0,7,13011,0,89,232,25,7,14,180,55,47,52,13,23,0,11,0,41,1,0,2,0,60,3,934,1,4617,8,2,2,25,28,66,1,27,18,0,3,438,1654,98,901,6,72,9659,14472,9876,1234,6778,14798,10,15863,16534,8664,11259,0,3,4,122,584,0,8227,81,9,11061,9,1,0,1,2,1259,926,26,11,2,293,2193,5464,8186
30,0,1,2566,0,1,2345,8,1,40,1,137,3355,39,4,2,384,15,4,2,5,11,5,1452,823,9,0,32,3,0,3,5,607,37,6,301,538,1,8,386,2130,984,5312,1,1452,1,15,17495,600,6926,4,359,9,38,10,48,0,2,1,5,445,56,11,0,754,231,2,15533,30,52,6,7,15,1990,3019,25,7,9,23560,943,8,368,111,0,19,0,3899,1306,85,11345,5,31,60,6,124,0,984,4,0,8222,2,5,1,0,0,152,13752,2,0,0,1,783,9224,8859,1,633,0,0,14,1,8,4,2,3,3027,5,69,4,476,31,5,6460,19,27,8,18,7042,4330,0,6110,11210,15015,4755,7499,997,1012,6,12953,3,1,4009,542,11,0,4,0,33,7880,36,14,13506,12074,12157,12887,11,2335,8,136,13,14133,5,0,32,3,1,0,24,10,719,9,1129,8,4,0,1,13164,0,128,370,34,4,9,219,59,52,100,12,40,0,10,0,57,1,0,1,1,4,6,884,0,5556,10,15,0,14,21,90,0,10,11,1,1,679,2485,174,1075,14,89,8728,16117,8813,1697,5989,16049,19,11743,13132,7646,11807,1,13,9,142,579,0,8671,73,8,14663,4,0,5,2,6,1937,1638,30,9,1,486,2730,5040,9651
31,0,1,2235,0,0,1902,4,3,55,4,116,2980,26,0,5,430,4,2,6,3,10,1,1299,735,7,1,40,5,0,0,4,489,13,9,313,627,1,6,416,1926,834,4646,1,1230,1,6,17488,568,5824,2,308,4,26,5,28,0,0,0,8,462,132,4,1,718,247,5,14625,33,86,11,10,9,1646,2490,19,10,16,22389,945,4,349,100,0,23,0,2982,1142,87,10136,9,27,43,7,115,1,1046,1,0,7953,1,8,0,0,0,158,12699,2,0,0,0,712,8454,7698,0,649,0,0,23,4,9,1,8,2,2974,10,74,2,483,27,3,6142,51,27,17,17,5982,6690,2,5302,9688,13124,3999,7035,676,706,8,12564,3,3,3529,510,5,0,7,0,22,6109,44,13,11871,10873,11422,12307,19,2152,20,131,23,12023,4,0,37,10,0,0,33,8,568,3,1242,8,1,0,9,11895,1,120,368,30,5,6,125,7,57,111,19,43,0,7,0,43,2,0,0,1,2,6,728,7,4680,6,16,0,16,13,118,3,13,18,0,0,551,1927,208,928,15,86,7283,18508,7477,1318,4938,14885,12,9916,10345,6887,11391,1,8,7,144,526,0,8716,76,8,13249,13,1,1,0,3,2151,1653,28,19,8,438,2641,4272,8290
47,0,2,1126,0,0,1139,12,0,49,2,139,2629,19,0,1,200,4,2,2,0,27,0,1078,453,3,0,48,2,0,10,5,389,12,7,88,239,2,5,234,1205,501,4659,0,844,0,6,14084,270,5132,1,243,8,24,1,26,0,1,0,2,226,25,2,0,484,169,2,12239,11,96,4,2,1,1138,1948,13,4,9,13324,402,2,238,63,0,9,1,2658,1106,50,9022,3,20,48,1,78,0,499,6,0,8985,0,1,1,0,0,81,9182,2,0,0,0,446,7261,5743,0,397,0,0,11,1,2,2,3,2,2737,2,49,0,309,34,4,9658,17,28,8,4,4661,11826,0,5343,9098,12993,4160,5481,660,560,2,5936,0,1,3215,344,2,1,0,0,17,5044,12,10,14218,12664,12026,10540,9,2006,4,116,6,12089,2,1,36,2,0,0,15,8,374,5,650,9,0,0,5,15592,0,73,198,27,1,0,142,20,26,64,25,20,1,1,0,20,2,0,2,0,3,2,624,6,4521,1,3,0,22,13,58,4,15,10,0,0,377,1404,90,770,9,42,6656,15843,6484,750,4799,13124,16,10964,12370,6801,10099,2,3,4,78,287,0,7911,37,6,9237,6,1,1,0,4,946,722,20,6,4,315,2176,4283,6930
34,0,2,762,0,0,783,6,3,44,2,118,3454,14,0,2,152,4,3,1,2,8,0,1040,430,7,0,26,1,0,1,2,480,21,2,55,144,2,31,277,1062,486,4560,0,846,1,3,11876,216,4480,1,271,2,38,1,13,0,0,0,1,121,23,2,0,518,204,0,10514,17,85,3,8,0,1125,2010,3,2,2,9533,246,0,161,57,0,11,0,3271,1511,44,7130,4,15,40,1,90,1,434,2,0,8340,1,6,0,0,0,79,9012,0,0,0,0,246,7297,5112,0,396,0,0,13,0,1,0,5,2,2888,6,27,0,281,35,3,8397,24,28,8,3,4517,9951,1,7507,8498,12081,3637,4536,511,391,5,4261,2,1,2824,294,2,1,5,0,15,4601,29,8,17624,15883,12377,10260,12,2069,9,73,44,13495,3,0,4,0,0,0,12,9,326,5,561,8,1,0,2,12905,0,65,152,13,0,6,99,16,15,42,22,11,0,2,0,21,0,0,2,0,75,1,689,4,3611,4,3,0,13,18,51,0,13,10,1,0,377,896,67,749,13,46,7815,15395,8008,751,5695,13666,6,11886,14839,5624,7895,1,2,3,54,318,0,7915,36,1,6946,6,0,3,1,2,556,505,14,9,1,259,1719,3499,5103
20,0,0,1010,0,1,699,9,0,35,0,121,4042,23,0,0,153,4,3,3,4,2,0,1138,411,10,0,23,2,0,0,2,492,33,2,48,164,0,3,282,1133,481,5269,1,1018,0,3,13375,195,3972,0,284,7,26,1,8,0,1,0,3,101,24,3,1,522,184,1,11437,12,60,4,3,1,1084,2403,11,1,2,11414,354,2,135,46,0,15,0,3613,1761,35,8517,4,25,24,3,63,1,409,1,0,8644,0,4,1,0,0,67,11363,0,0,0,0,338,8226,5956,0,322,3,0,7,4,3,2,3,0,3020,4,40,0,243,25,1,7210,31,21,3,1,5341,9562,1,8095,9895,13459,4386,5203,553,470,2,4923,1,2,3180,340,4,0,2,1,14,5324,22,5,17545,16280,12925,10835,9,2237,10,67,3,14844,3,0,10,0,0,0,10,9,257,3,508,6,2,0,0,13707,0,50,157,22,3,4,137,10,17,53,13,9,0,3,1,30,2,0,0,0,91,4,750,0,4057,3,4,0,16,11,50,1,15,5,0,0,284,1243,60,645,4,39,8938,15492,8848,688,6246,15167,4,15875,17892,7665,9785,2,5,7,70,351,0,6235,38,2,8653,3,0,3,0,0,768,544,21,8,2,229,1911,5308,6977
16,0,1,1305,0,1,714,17,0,44,2,150,4324,19,0,1,182,2,2,4,1,4,0,1287,509,9,0,48,1,0,0,3,569,15,4,82,207,1,3,311,1253,589,6020,1,1324,0,5,14696,237,4412,1,341,0,29,0,19,0,0,0,0,133,26,4,0,571,219,13,12388,16,71,5,1,1,1225,2603,9,1,7,13710,342,0,123,46,0,12,0,3867,1941,39,9048,4,47,38,2,58,0,535,4,0,8679,0,3,0,0,0,90,12662,0,0,0,0,385,9088,6704,0,420,1,0,8,3,2,3,6,3,3618,6,41,5,192,30,3,7242,23,22,8,1,6116,9962,1,9008,11224,14860,4792,5459,674,451,0,6196,2,1,3588,424,2,0,3,0,9,5650,20,10,17029,17015,13324,11272,8,2964,6,84,5,16350,4,0,9,2,1,0,9,10,317,3,646,4,0,0,3,15020,0,72,190,28,4,6,144,10,28,56,7,14,0,5,2,21,0,0,1,2,50,7,841,5,4288,0,6,2,24,19,50,1,16,14,1,3,300,1446,74,751,8,31,9917,15838,9970,896,7209,15991,12,17857,19470,8614,10903,1,2,3,95,413,0,6819,47,1,9494,2,0,1,0,0,832,733,20,9,2,183,2082,5955,7777
34,0,2,1524,0,1,877,3,3,45,3,139,4256,15,1,1,211,5,3,4,1,8,0,1565,517,14,0,26,1,0,1,2,656,24,3,81,218,1,22,393,1491,661,6033,0,1204,0,4,15753,250,4495,3,337,3,50,2,19,0,0,0,6,177,30,10,2,678,265,1,12943,20,63,6,2,1,1593,3003,14,4,7,15930,464,1,142,71,0,18,0,4142,1891,54,9780,5,20,27,5,74,0,560,1,0,9374,1,3,0,0,0,104,13536,0,0,0,1,451,9198,7305,0,550,0,0,13,3,2,1,7,3,3333,1,36,2,258,61,1,7466,28,18,10,2,7078,9558,0,9384,12062,14286,4932,5949,667,436,7,6940,0,3,4049,459,8,0,1,0,23,6328,22,6,17188,16174,13262,12396,3,3048,8,73,13,16910,3,0,18,1,0,0,20,10,380,3,665,3,0,0,3,15827,0,64,176,15,3,6,173,22,42,54,11,13,0,11,0,30,0,0,4,0,42,2,821,1,4326,3,4,0,15,26,64,1,14,11,0,1,419,1774,103,781,6,57,10119,16066,9843,993,7518,16903,18,17291,18554,8779,11646,1,3,8,99,518,0,7226,44,2,10708,4,0,3,0,22,988,821,21,11,4,253,2149,5907,8688
18,0,5,2523,0,12,1531,6,1,38,3,110,2782,29,0,4,330,9,1,4,7,7,1,1478,910,12,0,24,4,0,1,5,697,16,9,234,549,0,6,405,1961,898,4876,0,1591,0,11,15164,542,5442,1,373,2,40,1,27,0,0,0,10,361,55,6,0,756,227,3,12497,29,68,4,50,2,1911,2892,8,7,6,22983,873,1,331,106,0,16,0,3328,1078,78,10338,8,49,32,7,102,5,938,3,0,6475,0,6,0,0,0,149,13256,5,0,0,2,897,8536,8715,0,627,0,0,13,3,6,0,5,0,2499,10,86,3,407,37,2,6287,27,24,6,14,6512,3871,0,6096,10434,12561,4435,6598,925,584,5,11837,2,0,3731,574,10,0,1,0,27,7252,28,9,11585,10071,10448,10369,14,2612,11,130,13,13037,6,0,23,5,3,1,21,8,433,5,1266,11,2,2,6,12110,0,122,369,51,6,5,162,9,44,97,14,38,0,17,1,37,0,0,2,0,2,4,865,2,4420,10,11,0,16,20,85,2,11,24,1,1,418,2419,175,911,7,74,7635,13368,8242,1374,5388,14114,18,13280,12947,7674,11358,2,11,7,147,607,0,6475,71,7,13041,7,0,1,1,8,2076,1546,27,13,2,424,2316,5405,9780
37,0,6,1852,0,2,1431,5,1,58,5,107,2435,39,5,7,376,8,2,5,7,3,1,1283,639,11,0,24,2,0,0,2,545,9,10,308,572,0,7,378,1635,746,4363,0,1196,0,8,13341,425,5741,3,301,3,35,0,18,0,0,1,3,408,61,0,3,666,215,2,10645,24,102,9,16,3,1502,2374,16,4,6,18076,878,2,290,88,0,27,1,2793,852,92,8811,18,38,29,13,108,1,738,4,0,6017,4,8,0,0,0,160,11183,1,1,0,1,761,6967,6393,0,581,0,0,17,6,4,0,9,1,2201,7,67,2,390,36,16,8904,51,28,7,12,5060,10162,3,5118,8953,10497,3944,5761,669,452,7,9925,3,3,3650,512,5,1,1,0,28,5421,33,18,9380,9007,8362,9545,14,2118,16,130,18,10715,4,1,28,7,1,0,25,7,432,4,1085,4,1,0,4,13163,0,118,306,36,3,7,149,9,42,80,10,51,0,4,0,35,3,0,0,1,2,2,722,1,3950,12,9,0,23,24,73,1,17,11,0,2,433,1671,175,801,11,83,6650,11838,7177,1286,4439,11858,14,10723,10257,6986,10149,0,10,8,138,506,1,6468,65,9,10688,10,0,4,0,2,2010,1404,42,10,6,342,1787,4459,8094
19,0,0,1093,0,1,869,8,1,47,3,98,3917,14,0,1,228,7,3,1,0,25,0,1145,575,11,0,36,2,1,1,2,576,28,3,163,288,0,3,347,1479,695,5270,0,871,0,6,12667,248,4401,1,374,13,35,0,10,0,1,0,1,151,32,5,1,674,230,2,10582,18,74,2,0,1,1515,2790,7,2,6,11113,627,2,152,63,0,6,1,3493,1591,60,8099,2,33,54,4,77,0,513,4,0,8465,7,0,0,0,0,110,10488,0,0,0,1,455,7844,5354,1,463,1,0,10,3,3,0,7,4,2963,7,41,2,311,33,1,9900,34,11,10,7,5337,12104,0,8547,9761,11799,4522,4442,559,449,4,4037,3,2,3222,440,3,0,2,0,39,4419,30,5,16166,15931,12709,9981,13,2719,5,102,11,14143,3,1,14,10,0,0,14,4,317,1,577,2,0,1,8,13358,0,68,216,22,3,3,118,13,37,44,13,26,0,2,0,26,2,0,2,0,29,5,722,1,3663,6,10,0,26,20,90,1,18,12,5,2,326,1298,80,799,5,50,8212,14696,8734,732,6193,14396,4,15911,17331,7906,9835,0,8,2,85,475,0,7695,53,3,7940,9,0,4,1,3,1109,858,24,5,1,310,1814,4676,6251
17,0,1,960,0,0,691,6,0,36,0,95,4485,13,0,1,153,8,4,0,0,4,0,1225,504,16,0,21,0,0,1,0,590,16,6,59,163,1,1,321,1299,653,5543,0,894,0,8,13083,217,4653,2,329,4,36,0,13,0,1,0,3,111,20,4,1,632,260,1,10892,24,61,3,6,1,1408,2774,12,3,2,10770,280,1,119,61,0,11,0,3600,1894,31,8093,4,10,48,4,74,1,460,3,0,8848,0,2,0,0,0,111,11340,1,0,0,1,270,8302,5620,0,428,0,0,10,5,8,1,18,1,3168,3,32,0,244,26,1,7673,30,26,11,9,5509,9900,2,8775,10251,12995,4715,4903,578,394,3,4680,1,1,3327,436,7,6,1,0,17,4817,14,8,17958,17692,13502,10860,11,2568,3,87,12,15554,1,0,13,5,0,0,29,2,268,2,556,5,1,0,5,13284,0,53,145,21,1,4,121,7,31,32,11,15,0,5,0,17,1,0,0,1,42,4,749,36,3802,4,1,0,14,20,64,0,19,9,1,0,257,1061,67,729,5,50,9273,16340,9171,749,7059,15982,9,16673,19378,8005,9989,2,2,4,83,447,0,7491,60,3,8025,3,0,0,0,0,622,532,24,5,2,241,1952,5137,6310
24,0,0,1083,0,0,760,7,3,49,0,113,4237,39,1,0,189,3,4,6,2,6,0,1201,487,12,8,31,1,0,1,2,561,24,3,80,146,1,8,304,1398,596,5579,0,888,0,3,12578,235,4109,0,335,3,31,1,10,0,0,0,4,117,20,1,0,573,226,3,11319,29,58,5,4,1,1431,2688,15,4,4,10949,319,0,147,57,0,9,0,3683,1810,24,8590,3,24,34,2,86,4,458,0,0,9078,1,5,0,0,0,82,11094,0,0,0,3,274,8138,5727,0,477,0,0,8,4,6,0,5,2,3304,9,42,3,253,20,2,7371,22,28,16,2,5417,9676,0,8709,10226,12941,4578,4781,539,419,4,4858,6,1,3420,422,4,7,2,0,11,5066,67,7,17827,17539,13313,10987,8,2585,15,89,10,15404,1,0,20,4,0,0,8,5,324,3,563,6,0,0,3,13124,2,84,127,23,1,5,136,20,18,44,9,19,0,3,1,23,3,0,2,0,27,1,738,3,3875,4,9,0,25,17,59,1,19,9,0,0,327,1139,60,713,17,38,9139,15410,9601,750,6567,15760,5,16364,18675,7858,9610,0,8,7,68,484,0,6960,66,0,8379,4,0,2,1,6,731,646,26,7,3,239,1855,5190,6604
19,22,0,1205,0,1,785,6,1,50,2,108,4558,26,2,2,181,4,4,3,3,4,0,1334,604,7,0,26,2,0,0,0,693,16,7,97,229,3,1,353,1527,712,5581,0,1033,0,8,13934,202,4348,0,374,1,29,2,6,0,0,1,3,179,44,4,0,703,215,4,11689,23,55,10,8,1,1542,3009,10,7,3,13186,393,2,119,59,0,16,0,3976,2037,59,9125,6,21,38,2,78,1,599,2,0,8735,1,1,0,0,0,108,12531,2,0,0,1,403,8892,6390,0,567,0,0,21,1,6,0,4,3,3345,3,37,2,218,37,1,7215,30,16,15,3,5849,10281,0,8683,10779,13358,4711,5270,602,460,8,5785,2,0,3511,474,7,0,1,1,19,5390,36,5,17740,18095,13585,11265,13,2820,26,110,4,16852,1,0,11,1,0,0,16,8,294,3,754,3,0,1,7,14394,0,94,187,33,4,16,128,11,22,54,12,12,0,6,0,28,2,0,2,0,46,4,834,3,4105,8,2,0,39,23,71,1,22,11,0,1,314,1271,80,757,5,69,10029,15597,10432,882,7130,16448,12,16652,20103,7939,10162,0,8,2,95,506,0,6809,70,3,9263,0,0,1,0,1,1028,751,41,9,1,233,2107,5150,7017
28,0,2,1681,0,1,926,6,0,53,3,104,4164,44,0,2,278,10,7,5,2,7,0,1678,709,7,0,23,3,0,3,2,796,23,9,149,308,2,5,442,2162,1167,5897,0,1154,0,9,15107,375,4956,2,420,2,49,3,14,0,0,1,9,250,54,5,1,773,297,5,12064,25,74,7,6,1,2298,3571,11,4,5,16428,522,1,151,91,0,14,0,4012,1899,64,9658,7,21,37,3,93,0,718,0,0,8359,1,4,0,0,0,122,13408,2,0,0,2,521,8815,7280,0,719,1,0,18,3,22,0,3,5,2985,10,64,3,269,30,4,7407,43,27,7,14,6672,9822,2,9238,12168,13726,4897,5658,596,469,6,7272,2,1,3968,618,16,0,5,1,17,6211,52,6,15515,14965,12283,11291,11,3504,20,179,13,15962,1,0,14,4,1,0,20,9,382,2,857,6,3,0,7,14293,0,91,235,38,4,4,181,21,54,46,18,26,0,9,0,34,0,0,2,0,28,2,904,5,4160,8,12,0,35,16,65,2,23,28,1,2,373,1666,134,765,12,78,10086,14342,9846,1132,7005,15779,17,17301,18096,8685,10961,0,14,10,120,734,0,6171,108,2,10501,9,0,3,3,6,1265,994,33,10,3,252,2048,6094,8672
22,0,5,2547,0,0,1465,5,1,48,11,151,3129,30,1,5,418,10,3,9,8,7,0,1620,858,6,0,27,2,0,1,2,738,10,7,319,576,2,8,513,2109,1107,5246,0,1411,0,7,16188,555,5233,6,456,3,61,5,17,0,0,0,0,391,57,7,1,743,235,7,12867,37,64,9,15,3,2234,3245,15,3,4,24404,969,9,226,116,0,27,0,3667,1218,88,10768,6,42,25,3,88,2,940,3,0,7150,35,4,0,0,0,167,14329,4,0,0,0,855,8958,9879,0,704,0,0,14,2,4,1,4,5,2699,9,86,5,446,33,10,6885,47,51,5,15,7067,4870,0,6889,12093,13388,5090,7356,1337,774,11,12822,3,4,4154,665,8,1,2,0,31,8055,59,18,12482,11442,10999,12032,11,2619,12,149,15,14604,2,1,23,7,0,1,25,14,506,6,1238,7,3,2,6,14406,0,142,391,42,3,4,177,13,85,64,28,48,0,7,1,45,2,0,2,0,2,2,940,1,4964,10,12,1,19,19,93,0,14,23,1,2,483,2337,174,1661,28,108,9221,13776,9262,1590,5912,15679,24,14528,14628,8640,12523,12,8,12,166,583,0,6911,98,18,13919,7,0,4,2,4,2200,1574,41,9,4,494,2410,6144,10556
35,0,5,2245,0,1,1629,9,2,44,2,76,2219,40,0,4,444,15,11,12,4,5,3,1330,649,13,0,42,4,1,2,5,600,12,14,335,556,1,14,383,1925,1028,3799,0,1150,0,13,13392,476,4850,15,324,5,37,3,25,0,0,0,14,440,66,11,0,673,211,2,10189,46,111,10,14,1,2002,2681,28,8,14,18506,1001,9,304,119,0,34,0,2511,785,95,7668,14,47,40,8,122,1,805,2,3,5524,2,9,0,0,0,223,10376,2,1,2,1,828,6309,6661,0,701,0,8,25,8,14,1,7,8,1849,9,131,1,522,33,4,7905,56,41,12,25,5149,6664,0,5050,8762,9457,3879,5831,952,549,14,11055,4,3,3286,554,11,0,4,0,35,5688,60,15,8715,8885,7804,8918,21,2237,26,148,16,10499,9,0,45,8,1,1,40,11,524,4,1096,14,2,0,11,11864,1,163,355,47,5,5,188,6,60,71,29,59,0,2,0,41,2,0,1,0,2,8,646,2,3384,6,13,1,17,22,89,4,19,33,1,0,511,1737,191,1391,14,111,6716,12119,6839,1276,4123,10746,24,10089,9224,6709,9557,2,6,7,200,796,1,5279,92,17,10210,10,5,5,0,9,2111,1554,41,17,10,547,1648,4414,7707
31,0,1,844,1,4,722,3,2,85,1,98,3600,24,26,2,182,7,2,5,0,20,0,1160,504,6,0,25,0,0,2,2,552,13,7,61,153,2,4,341,1392,727,5150,0,814,0,11,10429,216,3745,0,340,6,20,0,9,0,0,0,4,130,23,2,0,519,210,3,8441,17,105,2,5,1,1679,2780,15,8,6,8325,297,0,153,69,0,5,1,3028,1413,47,6540,9,32,50,4,70,1,493,3,0,7420,0,3,0,0,0,82,9037,3,0,0,1,285,6898,4548,21,454,0,4,17,2,7,0,1,4,2704,7,50,3,292,45,1,11028,27,33,11,8,4491,13487,3,7896,9054,11021,3866,3830,552,440,7,3550,3,1,2994,442,3,0,3,1,18,3715,40,3,16162,15596,10952,9034,22,2366,20,136,15,13190,3,0,19,13,2,0,10,12,295,7,742,6,0,1,2,12765,0,69,162,14,4,6,131,19,27,54,14,11,0,4,0,26,2,0,5,0,38,5,639,2,2991,3,5,5,28,26,69,2,21,12,1,0,325,902,57,750,1,46,7548,12651,7571,607,5711,13024,17,14972,16450,6800,8387,1,10,5,93,487,0,5155,82,3,6329,8,2,1,2,5,565,498,33,14,1,279,1652,4437,5711
22,0,0,1079,0,0,789,4,3,54,2,90,3632,16,0,2,167,8,4,7,3,8,0,1283,500,8,0,28,2,0,1,3,579,33,4,111,189,1,2,346,1513,844,5011,0,845,0,5,11826,230,3890,5,348,2,27,4,26,0,0,0,3,136,24,5,0,539,275,1,9393,29,63,3,2,0,1673,3092,8,3,9,10838,368,0,152,59,0,9,0,3046,1428,45,7012,6,32,41,3,67,5,569,1,0,7189,2,4,0,0,0,99,10528,1,0,0,3,376,7449,4931,0,486,0,0,11,2,13,0,4,3,2222,2,42,1,218,35,1,7667,27,19,10,7,5289,9990,2,8343,9439,11629,4577,3657,526,405,5,3821,3,1,3266,462,6,2,2,0,18,4061,25,3,13962,14145,10657,8740,9,2925,12,148,10,13295,4,0,12,6,1,1,12,7,252,3,575,8,0,1,3,12512,0,52,175,15,4,5,105,17,26,44,10,23,0,4,0,22,0,0,0,2,41,4,660,2,3073,5,3,0,27,16,77,4,17,15,0,0,272,1202,83,684,5,39,7985,12486,7903,662,5737,12697,15,16170,17946,7561,9791,0,4,5,77,458,1,5402,66,6,6882,6,2,2,0,3,825,605,27,6,1,219,1601,5221,6593
32,0,1,1145,0,1,778,5,2,51,1,108,3927,13,0,1,228,6,2,1,2,5,0,1278,511,7,0,30,2,0,0,2,556,16,4,99,182,1,8,358,1352,684,5514,0,921,0,6,12914,252,6081,1,347,0,41,2,20,0,0,0,2,158,36,6,0,593,218,0,10164,19,74,4,2,0,1479,2675,14,3,4,11338,317,0,116,39,1,20,0,3568,1742,55,7961,9,25,33,3,65,1,572,0,0,7997,1,3,0,0,0,97,11055,1,0,0,1,321,8062,5572,0,486,2,0,10,5,2,1,9,14,3028,3,41,0,222,27,0,7009,30,26,16,5,5555,10315,0,8726,10095,12751,4408,4555,593,449,5,4588,3,2,3554,441,4,0,3,0,10,4533,22,5,17260,16232,12308,10343,5,2820,6,120,8,14942,1,0,8,1,0,0,14,7,319,6,814,2,0,2,5,13227,0,74,191,19,5,6,119,10,26,78,9,15,0,6,0,29,2,0,0,0,37,1,724,4,3668,2,4,1,18,26,70,0,16,12,2,1,360,1163,74,726,9,38,8859,14599,8915,816,6732,15402,9,16549,18628,8151,9970,3,6,4,82,436,1,5738,36,2,8014,6,0,0,1,3,745,698,24,14,2,255,1967,5432,6806
46,0,2,1047,0,0,878,8,0,36,7,69,3145,26,0,1,231,7,3,5,5,4,0,1142,536,15,0,23,2,0,0,2,545,17,8,97,234,2,11,318,1487,727,4654,0,698,0,15,12015,237,4517,3,326,1,39,1,16,0,0,0,8,168,34,7,2,551,235,4,9334,28,50,3,4,1,1586,2738,13,6,9,10871,417,2,187,69,0,11,0,2735,1179,54,6838,7,27,28,3,84,0,617,3,0,6426,1,5,1,0,0,105,9611,1,0,0,1,433,6390,4733,0,520,0,0,21,1,3,0,5,1,2440,4,37,4,277,26,3,6229,31,32,13,6,5088,3452,0,7672,8852,10165,3812,3779,720,373,4,4765,2,2,2814,454,7,1,3,1,24,4031,41,7,12921,13624,10478,8148,12,2849,15,104,7,12727,2,0,23,10,0,0,3,6,311,7,767,8,1,1,5,10865,0,72,197,20,4,8,152,12,29,52,18,16,0,8,0,21,3,1,1,0,50,2,592,3,2830,7,7,0,16,16,102,2,13,7,0,0,350,1109,108,1050,9,52,7547,12238,7473,982,6093,11039,11,13053,14512,6702,8575,1,11,6,111,576,1,5692,83,4,6756,5,0,27,1,1,937,762,24,46,5,305,1366,4546,6051
61,0,1,1585,0,0,1114,4,1,100,2,90,3818,29,1,3,322,7,17,10,2,8,0,1596,818,15,0,39,3,0,3,3,723,26,9,142,299,0,6,488,2002,1049,5701,0,1122,0,17,13229,364,5442,43,458,3,66,3,17,0,0,0,8,220,41,7,0,780,294,6,10986,22,97,5,12,1,2271,3333,19,5,4,14988,553,1,190,75,0,17,0,3658,1598,76,8264,5,44,44,4,106,3,806,3,0,6943,2,7,0,0,0,138,12164,2,1,0,1,559,7652,6555,0,671,1,0,22,1,7,0,11,3,2837,5,65,3,332,38,4,9431,34,45,9,12,5880,10745,2,8587,11096,12387,4346,5114,815,541,2,6891,4,0,3657,554,5,0,6,2,16,5188,49,7,13573,13307,10580,9851,9,3232,22,140,13,14350,1,0,8,7,0,0,13,6,391,6,1075,7,1,1,4,12314,7,88,297,31,6,10,188,25,38,55,15,32,9,4,0,49,1,0,2,6,54,3,875,3,3751,11,11,3,28,45,96,4,27,12,2,1,481,1517,135,868,14,71,9301,12793,9142,1217,6312,13276,15,16370,17217,7772,10435,1,6,12,150,590,10,6185,109,4,9292,13,0,1,2,1,1171,919,29,13,4,317,1696,5117,7665
